Date,Day,Month,Year,Customer_Age,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue,Cost,YearMonth
2013-09-29,29,September,2013,28,M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769.0,249,719,420,2013-September
2013-09-24,24,September,2013,52,F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, M",27,26,75.04,772,1524,702,2013-September
2013-08-09,9,August,2013,20,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4.288,61,132,21,2013-August
2013-07-03,3,July,2013,41,F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54.0,8,100,42,2013-July
2013-08-25,25,August,2013,32,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35.0,157,324,117,2013-August
2013-08-22,22,August,2013,61,F,France,Hauts de Seine,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5.0,27,97,20,2013-August
2013-05-19,19,May,2013,31,M,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320.0,892,2208,1266,2013-May
2013-03-04,4,March,2013,27,M,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701.0,499,1632,1083,2013-March
2013-11-11,11,November,2013,40,F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5.0,59,151,42,2013-November
2013-12-04,4,December,2013,41,M,United States,California,Clothing,Socks,"Racing Socks, M",25,3,9.648,146,271,75,2013-December
2013-08-23,23,August,2013,39,M,United States,California,Clothing,Vests,"Classic Vest, L",20,24,68.608,774,1304,480,2013-August
2013-12-16,16,December,2013,34,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50.0,127,595,418,2013-December
2013-10-09,9,October,2013,32,F,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120.0,594,1094,450,2013-October
2013-06-01,1,June,2013,31,M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701.0,397,1530,1083,2013-June
2013-05-13,13,May,2013,29,F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295.0,630,1932,1252,2013-May
2013-08-07,7,August,2013,19,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,37.52,215,460,195,2013-August
2013-12-05,5,December,2013,50,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35.0,192,385,143,2013-December
2013-09-24,24,September,2013,41,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35.0,489,903,364,2013-September
2013-10-29,29,October,2013,34,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2.144,17,85,18,2013-October
2013-12-24,24,December,2013,28,M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2.0,13,86,23,2013-December
2013-12-24,24,December,2013,44,M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",23,42,57.888000000000005,102,1118,966,2013-December
2013-09-30,30,September,2013,30,F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5.0,38,120,32,2013-September
2013-07-02,2,July,2013,54,M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540.0,174,568,344,2013-July
2013-09-09,9,September,2013,27,M,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,30,21,55.0,806,1486,630,2013-September
2013-12-24,24,December,2013,29,F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,24,8,23.584000000000003,220,462,192,2013-December
2013-10-18,18,October,2013,27,F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",16,38,50.0,160,818,608,2013-October
2013-09-07,7,September,2013,39,F,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,25,13,35.0,541,916,325,2013-September
2013-12-26,26,December,2013,19,F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, L",25,26,75.04,715,1415,650,2013-December
2013-12-17,17,December,2013,23,M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540.0,110,504,344,2013-December
2013-11-18,18,November,2013,44,F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,37.52,393,742,299,2013-November
2013-12-07,7,December,2013,47,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,37.52,429,869,390,2013-December
2013-10-20,20,October,2013,41,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54.0,40,426,336,2013-October
2013-11-23,23,November,2013,17,M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783.0,132,669,487,2013-November
2013-08-05,5,August,2013,24,F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2.0,16,91,25,2013-August
2013-12-06,6,December,2013,37,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4.288,6,58,2,2013-December
2013-10-05,5,October,2013,41,F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",4,9,24.0,59,145,36,2013-October
2013-08-24,24,August,2013,22,M,Australia,Tasmania,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",5,38,50.0,13,253,190,2013-August
2013-10-17,17,October,2013,48,F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320.0,961,2277,1266,2013-October
2013-11-18,18,November,2013,39,M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35.0,79,194,65,2013-November
2013-12-07,7,December,2013,25,F,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, S",1,9,25.728,10,69,9,2013-December
2013-08-17,17,August,2013,23,F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5.36,12,70,8,2013-August
2013-07-18,18,July,2013,42,M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,1,3,8.0,5,58,3,2013-July
2013-03-22,22,March,2013,38,M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578.0,656,2877,2171,2013-March
2013-09-05,5,September,2013,50,M,Germany,Hessen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",22,38,50.0,187,1073,836,2013-September
2013-10-30,30,October,2013,49,M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5.36,48,140,42,2013-October
2013-08-13,13,August,2013,26,F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35.0,577,991,364,2013-August
2013-08-30,30,August,2013,27,F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,37.52,239,471,182,2013-August
2013-01-09,9,January,2013,31,F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769.0,249,719,420,2013-January
2013-11-06,6,November,2013,19,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5.0,50,136,36,2013-November
2013-11-23,23,November,2013,52,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,37.52,234,427,143,2013-November
2013-11-21,21,November,2013,33,F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35.0,124,252,78,2013-November
2013-07-17,17,July,2013,36,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,37.52,554,942,338,2013-July
2013-12-01,1,December,2013,33,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2487.04,1008,2324,1266,2013-December
2013-09-06,6,September,2013,47,M,United States,California,Accessories,Fenders,Fender Set - Mountain,21,8,23.584000000000003,285,503,168,2013-September
2013-11-23,23,November,2013,46,F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5.0,42,122,30,2013-November
2013-12-04,4,December,2013,43,M,United States,California,Clothing,Caps,AWC Logo Cap,3,7,9.648,5,76,21,2013-December
2013-12-20,20,December,2013,29,F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,37.52,257,541,234,2013-December
2013-08-12,12,August,2013,51,M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701.0,550,1683,1083,2013-August
2013-08-07,7,August,2013,44,F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9.0,116,238,72,2013-August
2013-10-26,26,October,2013,25,M,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2.0,9,73,14,2013-October
2013-09-20,20,September,2013,42,M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, S",4,9,25.728,47,133,36,2013-September
2013-12-15,15,December,2013,66,M,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,19,3,8.0,75,182,57,2013-December
2013-11-24,24,November,2013,51,M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55.0,90,224,84,2013-November
2013-11-24,24,November,2013,28,M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,24,13,37.52,511,873,312,2013-November
2013-12-14,14,December,2013,20,F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320.0,961,2277,1266,2013-December
2013-05-03,3,May,2013,46,M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540.0,110,504,344,2013-May
2013-12-14,14,December,2013,39,M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1823.4720000000002,584,1717,1083,2013-December
2013-08-04,4,August,2013,29,M,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,28,8,22.0,349,623,224,2013-August
2013-09-16,16,September,2013,35,F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5.0,25,103,28,2013-September
2013-08-13,13,August,2013,25,F,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,12,8,23.584000000000003,131,277,96,2013-August
2013-08-13,13,August,2013,29,F,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,7,9,25.0,110,223,63,2013-August
2013-11-29,29,November,2013,40,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,37.52,320,565,195,2013-November
2013-10-08,8,October,2013,35,F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5.36,15,75,10,2013-October
2013-09-09,9,September,2013,23,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,25,101,26,2013-September
2013-11-29,29,November,2013,47,F,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10.0,129,271,92,2013-November
2013-08-12,12,August,2013,40,F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,605.6800000000001,246,604,308,2013-August
2013-07-04,4,July,2013,33,F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9.0,70,159,39,2013-July
2013-09-04,4,September,2013,28,M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5.0,28,102,24,2013-September
2013-09-22,22,September,2013,27,F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565.0,155,513,308,2013-September
2013-08-18,18,August,2013,38,F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,57.888000000000005,98,526,378,2013-August
2013-12-03,3,December,2013,32,M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10.72,11,73,12,2013-December
2013-12-23,23,December,2013,50,M,United States,Oregon,Clothing,Caps,AWC Logo Cap,1,7,9.648,1,58,7,2013-December
2013-12-07,7,December,2013,31,M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,15,7,9.0,8,163,105,2013-December
2013-10-21,21,October,2013,21,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5.36,6,60,4,2013-October
2013-09-26,26,September,2013,28,F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5.0,53,141,38,2013-September
2013-07-20,20,July,2013,31,F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540.0,174,568,344,2013-July
2013-08-19,19,August,2013,36,F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,14,7,9.0,27,175,98,2013-August
2013-09-04,4,September,2013,64,F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54.0,95,943,798,2013-September
2013-10-07,7,October,2013,51,F,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10.0,73,175,52,2013-October
2013-12-03,3,December,2013,27,M,United States,Washington,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9.648,20,85,15,2013-December
2013-12-31,31,December,2013,36,M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5.36,38,114,26,2013-December
2013-07-23,23,July,2013,22,M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,824.368,334,804,420,2013-July
2013-10-31,31,October,2013,31,M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2.0,2,54,2,2013-October
2013-06-12,12,June,2013,18,M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1200.64,385,1148,713,2013-June
2013-11-14,14,November,2013,24,F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2.0,22,94,22,2013-November
2013-10-24,24,October,2013,30,F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.0,40,128,38,2013-October
2013-12-13,13,December,2013,59,F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,15,3,8.576,73,168,45,2013-December
2013-08-29,29,August,2013,19,F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,18,1,4.0,51,119,18,2013-August
2013-10-04,4,October,2013,29,F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,12,7,9.0,20,154,84,2013-October
2013-08-30,30,August,2013,61,F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2.144,9,72,13,2013-August
2013-11-01,1,November,2013,34,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5.0,9,65,6,2013-November
2013-07-31,31,July,2013,27,F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384.0,807,2339,1482,2013-July
2013-09-10,10,September,2013,31,M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8.576,58,162,54,2013-September
2013-12-03,3,December,2013,22,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5.36,52,138,36,2013-December
2013-01-20,20,January,2013,27,M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320.0,683,1999,1266,2013-January
2013-12-13,13,December,2013,54,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2.144,19,89,20,2013-December
2013-11-28,28,November,2013,49,M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,170.448,585,1166,531,2013-November
2013-12-07,7,December,2013,56,M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,7,8,23.584000000000003,64,170,56,2013-December
2013-09-29,29,September,2013,55,M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,20,8,23.584000000000003,183,393,160,2013-September
2013-08-16,16,August,2013,24,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5.36,32,116,34,2013-August
2013-10-21,21,October,2013,35,M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701.0,346,1479,1083,2013-October
2013-09-25,25,September,2013,33,F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,16,1,4.0,45,111,16,2013-September
2013-10-07,7,October,2013,41,F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384.0,807,2339,1482,2013-October
2013-07-07,7,July,2013,31,M,United Kingdom,England,Accessories,Hydration Packs,Hydration Pack - 70 oz.,30,21,55.0,954,1634,630,2013-July
2013-10-02,2,October,2013,20,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5.0,18,80,12,2013-October
2013-11-29,29,November,2013,36,M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5.0,53,143,40,2013-November
2013-12-09,9,December,2013,24,M,United States,California,Clothing,Socks,"Racing Socks, M",15,3,9.648,87,182,45,2013-December
2013-07-28,28,July,2013,28,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5.0,67,165,48,2013-July
2013-01-01,1,January,2013,36,F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2487.04,1008,2324,1266,2013-January
2013-11-05,5,November,2013,17,M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783.0,194,731,487,2013-November
2013-06-21,21,June,2013,45,M,United States,California,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2618.896,875,2444,1519,2013-June
2013-08-26,26,August,2013,41,F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2487.04,729,2045,1266,2013-August
2013-11-03,3,November,2013,49,M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,7,3,8.576,34,105,21,2013-November
2013-08-25,25,August,2013,27,F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2487.04,1008,2324,1266,2013-August
2013-12-29,29,December,2013,44,M,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,9,8,21.0,83,205,72,2013-December
2013-11-23,23,November,2013,50,F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,1,12,35.376000000000005,14,76,12,2013-November
2013-01-18,18,January,2013,39,F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443.0,864,2469,1555,2013-January
2013-08-02,2,August,2013,17,M,Australia,Tasmania,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5.0,12,74,12,2013-August
2013-11-18,18,November,2013,41,F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2555.648,854,2386,1482,2013-November
2013-09-28,28,September,2013,41,M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,26,8,23.584000000000003,238,496,208,2013-September
2013-09-19,19,September,2013,46,F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,3,9,25.0,35,112,27,2013-September
2013-05-28,28,May,2013,28,M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701.0,397,1530,1083,2013-May
2013-09-21,21,September,2013,31,F,France,Somme,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5.0,46,140,44,2013-September
2013-10-26,26,October,2013,56,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2460.2400000000002,997,2299,1252,2013-October
2013-08-04,4,August,2013,29,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742.0,185,696,461,2013-August
2013-12-13,13,December,2013,17,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35.0,43,119,26,2013-December
